object-id,filename,original_filename,report_type,report_number,title,authors,authors_affiliation,contributors,contributors_affiliation,publisher,funder,date,abstract,species,places,concepts,source,language,rights,rightsstatement,format,type
ferl-tr-2006-2,ferl-tr-2006-2.pdf,2006-02-CK-overshoot-Columbia-basin-1996-2003.pdf,Technical Report,2006-2,"Non-Direct Homing By Adult Spring–Summer Chinook Salmon: Tributary Overshoot, Overshoot Fallback, And Temporary Nonnatal Tributary Use In The Columbia River Basin","Keefer, M.L.; Boggs, C.T.; Caudill, C.C.; Peery, C.A.","Fish and Wildlife Sciences, University of Idaho","Moser, M.L.","National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District",2005,"Homing movements of adult salmon and steelhead in the Columbia River system is a poorly understood aspect of migration, yet has important ecological and management implications. In this study, three migration behaviors—overshoot of natal tributaries, fallback at dams upstream from natal tributaries, and temporary non-natal tributary use—were evaluated for more than 5200 radio-tagged spring–summer Chinook salmon Oncorhynchus tshawytscha. Over seven years, from 1% to almost 80% of eleven Columbia River study stocks initially overshot natal tributaries and were recorded at upstream Columbia or Snake River dams (mean = 29%). Smaller proportions of each stock were recorded falling back at upstream dams (range = 0–49%, mean = 17%). The contribution of overshoot fallback to total fallback by salmon that returned to tributaries was approximately 20% at The Dalles, John Day, and Ice Harbor dams and was about 40% at McNary Dam. Proportions that temporarily entered non-natal tributaries ranged from 8% to 42% (mean = 22%) of each stock. Overshoot, overshoot fallback, and temporary tributary use behaviors were greatest when spawning tributaries and/or dams were in close geographic proximity. For example, 39% of Klickitat River salmon fell back at The Dalles Dam, 49% of Umatilla River salmon fell back at McNary Dam, and salmon from Bonneville pool tributaries were most likely to temporarily use nearby tributaries. In multivariate models, hatchery origin, fish sex, migration timing, and fallback at both upstream and downstream dams were also associated with non-direct homing behaviors. Overshoot and temporary tributary use events were complex and inter- related, likely reflecting a combination of active searching for olfactory cues from natal tributaries, behavioral thermoregulation, and geographic proximity among sites.","Chinook salmon, Oncorhynchus tshawytscha",Bonneville Dam; Columbia River; Snake River; Lower Granite Dam; The Dalles Dam; John Day Dam; McNary Dam; Ice Harbor Dam; Lower Monumental Dam; Little Goose Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; homing behaviors,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-2006-1,ferl-tr-2006-1.pdf,2006-01-CK-SH-north-shore-count-window-Lower-Monumental-2004.pdf,Technical Report,2006-1,An Evaluation Of Adult Chinook Salmon And Steelhead Behavior At The North-Shore Counting Window Of Lower Monumental Dam Using Radiotelemetry: 2004,"Jepson, M.A.; Peery, C.A.","Fish and Wildlife Sciences, University of Idaho","Burke, B.J.","Ecology Division,Northwest Fisheries Center, National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Walla Walla District",2006,"We used radiotelemetry to evaluate the behavior of adult steelhead and spring, summer, and fall Chinook salmon swimming past the counting window and its first upstream pool in the north-shore fishway at Lower Monumental Dam during 2004. We combined spring and summer Chinook runs for these analyses. Salmon and steelhead used for this evaluation were outfitted with radio transmitters at either Bonneville or Ice Harbor Dam.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",Lower Monumental Dam; Columbia River; Snake River,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; animal tracking methdology,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-2005-8_draft,ferl-tr-2005-8_draft.pdf,2005-08-CK-energy-use-spawning-success-South-Fork-Salmon-2002-2003-Draft.pdf,Technical Report,2005-8 Draft,"Energy Use, Migration Times, And Spawning Success Of Adult Spring-Summer Chinook Salmon Returning To Spawning Areas In The South Fork Salmon River In Central Idaho. 2002 And 2003","Pinson, A.M.; Peery, C.A.; Congleton, J.L.","Fish and Wildlife Sciences, University of Idaho","Moser, M.L.","Northwest Fisheries Center, National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District; Bonneville Power Administration",2006,"Adult salmon do not feed during the spawning migration and rely on lipid and protein stores for energy to swim upstream and spawn. Behavior during migration, the rate at which energy is depleted, and ultimately reproductive success may be affected by river conditions (temperature and flow) and dam operations (e.g., spill, proportion of powerhouse flow, etc.) occurring during the spawning migration. Adult Chinook salmon, Oncorhynchus tshawytscha, must pass eight hydroelectric dams and reservoirs and migrate over 1000 river kilometers to reach spawning areas in the South Fork Salmon River in central Idaho. The goal of this study was to determine relationships between estimates of energy use, migration time, and reproductive success of adult Chinook salmon.","Chinook salmon, Oncorhynchus tshawytscha",Bonneville Dam; Columbia River; Snake River; Lower Granite Dam; The Dalles Dam; John Day Dam; McNary Dam; Ice Harbor Dam; Lower Monumental Dam; Little Goose Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; bioenergetics; fish condition; reproduction,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-2005-7,ferl-tr-2005-7.pdf,2005-07-SH-fishway-use-Bonneville-McNary-Lower-Granite-1996.pdf,Technical Report,2005-7,"Adult Steelhead Passage Through Fishways And Transition Pools At Bonneville, Mcnary, And Lower Granite Dams - 1996","Stuehrenberg, L.C.; Keefer, M.L.; Peery, C.A.; Tolotti, K.R.; Ringe, R.R.; Bjornn, T.C.","Fish and Wildlife Sciences, University of Idaho","Burke, B.J.","National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District; Bonneville Power Administration",2004,"Evaluation of fishway entrances used and passage through fishways by steelhead Oncorhynchus mykiss at dams in the lower Columbia and Snake rivers were objectives of the adult salmon and steelhead hydrosystem passage project. In 1996, we monitored passage through the fishways by outfitting steelhead with radio transmitters and installing full antenna/receiver coverage at Bonneville, McNary, and Lower Granite dams. Critical parameters studied were passage times for a fish to first approach the dam and first enter a fishway, total time to pass over the dam, which entrances were approached, where fish entered and exited the fishways, and their passage through transition pools and over the dams.","Steelhead, Oncorhynchus mykiss",Bonneville Dam; Columbia River; Snake River; McNary Dam; Lower Granite Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; fishways; transition pools,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-2005-6,ferl-tr-2005-6.pdf,2005-06-CK-SH-fallback-rates-adjusted-escapement-1996-2003.pdf,Technical Report,2005-6,"Fallback, Reascension And Adjusted Fishway Escapement Estimates For Adult Chinook Salmon And Steelhead At Columbia And Snake River Dams, 1996-2003","Boggs, C.T.; Keefer, M.L.; Peery, C.A.","Fish and Wildlife Sciences, University of Idaho","Stuehrenberg, L.C.; Burke, B.J.","Northwest Fisheries Center, National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District",2005,"During their upstream spawning migration in the Columbia River basin, some adult salmon and steelhead Oncorhynchus spp. ascend and then fall back over mainstem hydroelectric dams. Fallback can result in fish injury or death, migration delays and biased fishway counts, the primary index for escapement and the basis for production estimates and harvest quotas. We used radio-telemetry to calculate fallback percentages and rates, reascension rates, biases in fishway escapement estimates due to fallback, and occurrence of behaviorally motivated fallback by fish that passed dams upstream from natal spawning sites. We also evaluated fallback by adult fish tha had been PIT tagged as juveniles (known source). The study area included the four Lower Columbia and the four Lower Snake River dams from 1996 to 2003. Research fish were adult spring–summer and fall Chinook salmon O. tshawytscha and steelhead O. mykiss collected at Bonneville Dam, the first dam Columbia River stocks encounter after leaving the ocean.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha; sockeye salmon, Oncorhynchus nerka",Bonneville Dam; Columbia River; Snake River; Lower Granite Dam; The Dalles Dam; John Day Dam; McNary Dam; Ice Harbor Dam; Lower Monumental Dam; Little Goose Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; fishways; fallback rates; PIT tags; passive integrated transponders,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-2005-5,ferl-tr-2005-5.pdf,2005-05-CK-SH-Straying-rates-Columbia-basin-2000-2003.pdf,Technical Report,2005-5,"Straying Rates Of Known-Origin Adult Chinook Salmon And Steelhead Within The Columbia River Basin, 2000-2003","Keefer, M.L.; Peery, C.A.; Firehammer, J.","Fish and Wildlife Sciences, University of Idaho","Moser, M.L.","National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District; Bonneville Power Administration",2005,"As part of a large-scale radiotelemetry study of Columbia River adult salmon and steelhead (Oncorhynchus spp.), we investigated permanent inter-basin straying by several important known-origin stocks. From 2000 to 2003 we radio-tagged 1,588 spring–summer Chinook salmon, 166 fall Chinook salmon, and 1,414 steelhead at Bonneville Dam that had been PIT-tagged as juveniles in tributaries, at hatcheries or at Snake or Columbia River dams. The largest samples were from the Snake River basin, including about 49% of spring–summer Chinook salmon, 73% of fall Chinook salmon, and 64% of steelhead. Between 16 and 33% of the samples were from the Columbia River basin upstream from Priest Rapids Dam, and 14% of the spring–summer Chinook were from the Yakima River.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",Columbia River; Snake River; Yakima River; Priest Rapids Dam; Little White Salmon; Deschutes River; White Salmon River; John Day River,salmonids; radiotelemetry; migration; PIT tags; passive integrated transponders; inter-basin straying,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-2005-3,ferl-tr-2005-3.pdf,2005-03-CK-SH-hydrosystem-passage-1996-2002.pdf,Technical Report,2005-3,"Adult Salmon And Steelhead Passage Times Through Hydrosystem And Riverine Environments Of The Columbia River Basin, 1996-2002","Keefer, M.L.; Peery, C.A.; Jepson, M.A.; Bjornn, T.C.","Fish and Wildlife Sciences, University of Idaho","Stuehrenberg, L.C.","National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District; Bonneville Power Administration",2005,"We assessed upstream migration rates of more than 12,000 radio-tagged adult spring–summer and fall Chinook salmon (Oncorhynchus tshawytscha) and steelhead (O. mykiss) past Columbia and Snake river dams, reservoirs and longer hydrosystem reaches that included multiple dams and reservoirs. Passage rates were also calculated for 1,800 spring–summer Chinook salmon as they passed through 12 unimpounded reaches and tributaries. Most radio-tagged fish from all runs passed mainstem Columbia and Snake River dams in less than two days. Migration behavior in reservoirs and through multiple dam/reservoir reaches varied substantially within and between years and between species. Within years, spring– summer Chinook salmon migrated more rapidly as water temperature and date of migration increased; between years, spring–summer Chinook salmon migrated quickly in low-discharge years and slowly in high-discharge years. Steelhead migrations slowed dramatically when summer water temperatures peaked within each year then increased as rivers cooled in fall. Mean summer temperatures explained more between-year variation in steelhead passage rates than did differences in discharge. Fall Chinook salmon also slowed migration through the mainstem Columbia River during warm water periods. Protracted passage times within the hydrosystem were most likely for fish from all runs that fell back over and reascended dams, and for steelhead that sought thermal refugia by straying temporarily into coldwater tributaries. In tributaries and unimpounded reaches, migration date explained the most variance in spring–summer Chinook salmon migration rates while river discharge, migration year and migration reach were secondary. Both within and between years, spring–summer Chinook salmon migrated more rapidly as migration date increased and more slowly when discharge was high.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",Bonneville Dam; Columbia River; Snake River; Lower Granite Dam; The Dalles Dam; John Day Dam; McNary Dam; Ice Harbor Dam; Lower Monumental Dam; Little Goose Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; fishways; fallback rates; PIT tags; passive integrated transponders,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-2005-02,ferl-tr-2005-02.pdf,2005-02-CK-SH-escapement-harvest-loss-1996-2002.pdf,Technical Report,2005-02,"Escapement, Harvest, And Unaccounted-For Loss Of Radio-Tagged Adult Chinook Salmon And Steelhead In The Columbia-Snake River Hydrosystem, 1996-2002","Keefer, M.L.; Peery, C.A.; Daigle, W.R.; Jepson, M.A.; Lee, S.R.; Boggs, C.T.; Tolotti, K.R.; Bjornn, T.C.","Fish and Wildlife Sciences, University of Idaho","Burke, B.J.; Moser, M.L.; Stuehrenberg, L.C.","National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District; Bonneville Power Administration",2005,"Accurate estimates of escapement by adult anadromous salmonids are difficult, especially in large, multi-stock river systems. We used radiotelemetry, a fishery reward program, and help from cooperating agencies and hatcheries to calculate escapement, harvest, and unaccounted-for loss rates for 10,498 adult Chinook salmon
(Oncorhynchus tshawytscha) and 5,324 steelhead (O. mykiss) during six migration years in the Columbia River basin. Mean annual escapements E27to spawning sites, hatcheries, or the upper bounds of the monitored hydrosystem (top of Lower Granite or Priest Rapids dams) were 73.4% (spring–summer Chinook salmon), 61.3% (fall Chinook salmon) and 62.6% (steelhead). Mean reported harvest rates were 8.7% (spring–summer Chinook), 22.0% (fall Chinook) and 15.1% (steelhead) within the mainstem hydrosystem, and 5.9, 3.4 and 5.7%, respectively, in lower hydrosystem tributaries. Harvest-adjusted escapement means for the monitored hydrosystem were 87.5% (spring–summer Chinook), 86.7% (fall Chinook), and 83.4% (steelhead). On average, 12 to 17% of each run had unknown fates within the mainstem hydrosystem.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",Bonneville Dam; Columbia River; Snake River; Lower Granite Dam; The Dalles Dam; John Day Dam; McNary Dam; Ice Harbor Dam; Lower Monumental Dam; Little Goose Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; fishways; escapement estimates; harvest rates; loss rates,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-2004-11_draft,ferl-tr-2004-11_draft.pdf,2004-11-CK-SH-count-window-behavior-MN-IH-2002-2003-Draft.pdf,Technical Report,2004-11 Draft,An Evaluation Of Adult Chinook Salmon And Steelhead Behavior At Counting Windows Of Mcnary Dam During 2002 & 2003 And The North Shore Counting Window At Ice Harbor Dam During 2003,"Jepson, M.A.; Nauman, C.M.; Peery, C.A.; Dick, T.L.",Idaho Cooperative Fish and Wildlife Research Unit,"Burke, B.J.","National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District",2004,"We used radio telemetry to evaluate the behavior of adult spring–summer Chinook salmon, fall Chinook salmon, and steelhead swimming past counting windows and through adjustable overflow weirs of the Oregon and Washington shore fishways at McNary Dam during 2002 and 2003. Similarly, we evaluated their behavior at the counting window and through the vertical-slot weirs of the North shore fishway at Ice Harbor Dam during 2003","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",McNary Dam; Ice Harbor Dam; Columbia River,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; fishways; counting windows; transition pools,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-2004-10,ferl-tr-2004-10.pdf,2004-10-SK-general-migration-1997.pdf,Technical Report,2004-10,"Migration Of Adult Sockeye Salmon Past Columbia River Dams, Through Reservoirs And Distribution Into Tributaries, 1997","Naughton, G.P.; Keefer, M.L.; Bjornn, T.C.; Jepson, M.A.; Peery, C.A.; Tolotti, K.R.; Ringe, R.R.; Keniry, P.J.",Idaho Cooperative Fish and Wildlife Research Unit,"Stuehrenberg, L.C.","National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District; Bonneville Power Administration",2004,"We captured 577 sockeye salmon Oncorhynchus nerka in the adult trapping facility at Bonneville Dam in 1997, released them with radio transmitters, and studied their passage past dams, through reservoirs and into tributaries. We set up radio receivers at Columbia and Snake river dams and at the mouths of major tributaries to monitor movements of salmon. Recaptures of salmon at hatcheries, weirs and traps, and data from mobile tracking were used to complete the migration history.","sockeye salmon, Oncorhynchus nerka",Bonneville Dam; Columbia River; Snake River; The Dalles Dam; John Day Dam; Priest Rapids Dam; Wanapum Dam; Rock Island Dam; Rocky Reach Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; fishways; counting windows; transition pools; escapements; fallbacks,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-2004-8,ferl-tr-2004-8.pdf,2004-08-CK-depths-in-relation-to-dissolved-gas-lower-Columbia-River-2000.pdf,Technical Report,2004-8,Migration Depths Of Adult Spring–Summer Chinook Salmon In The Lower Columbia And Snake Rivers In Relation To Dissolved Gas Supersaturation,"Johnson, E.; Clabough, T.; Peery, C.; Bennett, D.; Bjornn, T.",Idaho Cooperative Fish and Wildlife Research Unit,"Stuehrenberg, L.C.","National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District",2004,"Dissolved gas supersaturation in the Columbia and Snake rivers routinely occurs during the spring and summer freshet as a result of water spilling over dams and can be lethal to fish. Measurable plumes of high dissolved gas extend downstream of dam spillways and create gas supersaturated conditions that do not equilibrate in reservoirs. Based on modeling results, the extent of the dissolved gas plume downstream from Bonneville Dam before dissipating is at least 10 km and the lateral position of the plume is highly dependent on dam powerhouse operation and spill volume.","Chinook salmon, Oncorhynchus tshawytscha",Bonneville Dam; Columbia River; Snake River; Lower Granite Dam; The Dalles Dam; John Day Dam; McNary Dam; Ice Harbor Dam; Lower Monumental Dam; Little Goose Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; dissolved gas concentrations; migration depth; fish physiology; gas bubble disease,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-2004-7,ferl-tr-2004-7.pdf,2004-07-CK-SH-forebay-releases-Bonneville-2000-2001.pdf,Technical Report,2004-7,"Migration Behavior Of Adult Chinook Salmon And Steelhead Released In The Forebay Of Bonneville Dam, 2000-2001","Boggs, C.T.; Keefer, M.L.;Tolotti, K.R.;  Peery, C.A.; Bjornn, T.C.",Idaho Cooperative Fish and Wildlife Research Unit,"Moser, M.L.; Stuehrenberg, L.C.","National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District",2004,"In 2000 and 2001, we evaluated the efficacy of potential sites for a new or modified Bradford Island fishway exit to reduce fallback of adult salmon and steelhead at Bonneville Dam. Radio-tagged salmon and steelhead were released on the Oregon shore just upstream from the navigation lock, on the north and south (2000 only) sides of the downstream end of the navigation lock guidewall and at the upstream end (2001 only) of the navigation lock guidewall. Telemetry records were used to determine migration routes through the forebay and the number and type of fallback events by fish released at these sites, we also documented the fallback behavior of radio-tagged fish released downstream from the dam that passed the Bradford Island fishway.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",Bonneville Dam; Columbia River,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; fishways; fallback rates; forebay migration,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-2004-6,ferl-tr-2004-6.pdf,2004-06-Effects-of-spill-basin-drilling-on-CK-SH-Lower-Monumental-2002.pdf,Technical Report,2004-6,An Evaluation Of The Effects Of Spill Basin Drilling On Salmon And Steelhead Passage At Lower Monumental Dam In 2002 Using Radio-Telemetry,"Jepson, M.A.; Joosten, D.C.; Peery, C.A.",Idaho Cooperative Fish and Wildlife Research Unit,"Moser, M.L.","National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Walla Walla District",2004,"Construction work associated with a new spill basin bottom occurred during the evening hours (1600-0230 hrs) on 46 of the 61 days between 19 August and 18 October 2002 at Lower Monumental Dam. We monitored the movements of adult fall Chinook salmon Oncorhynchus tshawytscha and steelhead O. mykiss outfitted with radio transmitters and determined the time they used to make their first approach and first entrance at a monitored fishway opening, and their total time to pass the dam. We compared values from 2002, when construction occurred, with those from the preceding two years, prior to construction. We additionally compared the proportionate use by salmon and steelhead of the three available openings (orifice gates were closed in 2000-2002) to first approach and first enter the dam. We also examined proportionate use of the two fish ladders to pass the dam. All of these comparisons were made across the three years to evaluate any changes in adult fish behavior that may have been associated with construction activity.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",Bonneville Dam; Columbia River; Snake River; Lower Monumental Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; fishways; spill basins,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-2004-4,ferl-tr-2004-4.pdf,2004-04-CK-SH-fallback-at-Bonneville-2000-2001.pdf,Technical Report,2004-4,"Adult Chinook Salmon And Steelhead Fallback At Bonneville Dam, 2000-2001","Boggs, C.T.; Keefer, M.L.; Peery, C.A.",Idaho Cooperative Fish and Wildlife Research Unit,"Moser, M.L.","National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District",2004,"In 2000 and 2001, we outfitted adult Chinook salmon Onchorhynchus tshawytscha and steelhead O. mykiss with radio transmitters at Bonneville Dam to monitor their survival and passage at the dams on the Columbia and Snake rivers and their survival to natal streams. This report presents information on the percentage of salmon and steelhead that fell back at Bonneville Dam, fallback rates, the relationship of fallback to environmental variables, final distribution and survival of fish that fell back, stock-specific fallback proportions and bias in escapement estimates based on counts of fish at dams.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",Bonneville Dam; Columbia River; Snake River,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; fishways; fallback rates,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-2004-3,ferl-tr-2004-3.pdf,2004-03-CK-SH-juvenile-bypass-fallback-2000-2001.pdf,Technical Report,2004-3,"Evaluation Of Fallback Of Adult Salmon And Steelhead Via Juvenile Bypass Systems At Bonneville, John Day, Mcnary And Ice Harbor Dams: 2000-2001","Jepson, M.A.; Bjornn, T.C.; Peery, C.A.; Keefer, M.L.; Tolotti, K.R.",Idaho Cooperative Fish and Wildlife Research Unit,"Moser, M.L.","Northwest Fisheries Center, National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District",2004,"We used radiotelemetry techniques to assess the fallback behavior of adult spring, summer, and fall Chinook salmon and steelhead via juvenile bypass systems (JBS) at Bonneville, John Day, McNary, and Ice Harbor dams in 2000 and 2001. Of the 868 fallback events recorded at the four dams during the two study years, 77 (8.9%) were via a JBS; 22 by spring-summer Chinook salmon, four by fall Chinook salmon, and 51 by steelhead. Sixty-one percent of all JBS fallback events occurred in 2001. Fifty-six percent of them occurred at McNary Dam. The median JBS residency time was 10.4 h based on minimum estimates and 60.2 h based on maximum estimates.","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",Bonneville Dam; John Day Dam; McNary Dam; Ice Harbor Dam; Columbia River; Snake River,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; fishways; fallback rates; juvenile bypass systems; JBS,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-2004-2,ferl-tr-2004-2.pdf,2004-02-CK-SH-behavior-count-windows-slot-weirs-Bonneville-2001-2002.pdf,Technical Report,2004-2,An Evaluation Of Adult Chinook Salmon And Steelhead Behavior At Counting Windows And Through Vertical-Slot Weirs Of Bonneville Dam Using Radiotelemetry: 2001-2002,"Jepson, M.A.; Nauman, C.M.; Peery, C.A.; Tolotti, K.R.",Idaho Cooperative Fish and Wildlife Research Unit,"Moser, M.L.","Northwest Fisheries Center, National Marine Fisheries Service, National Oceanic and Atmospheric Administration",University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District",2004,"We used radio telemetry to evaluate the behavior of spring–summer Chinook salmon, fall Chinook salmon, and steelhead swimming past counting windows and through vertical-slot weirs of the Bradford Island and Washington shore fishways at Bonneville Dam during 2001 and 2002.  Median times to pass a counting window ranged from 2.0 to14.7 min among all run/year/fishway groups (n=12) and were consistently highest for run/year groups initially recorded at the Bradford Island counting window. Ratios of counting window passage times to total dam passage times (first record in tailrace to last record at ladder exit) for individual fish were ≤ 1.0% based on median values, and ≤6.7% based on mean values, of all year/run/fishway groups. The maximum proportion of fish swimming downstream to a transition pool after being recorded at a counting window was for spring–summer Chinook salmon at the Bradford Island counting window in 2001 (2.4%, n=340). The median counting window passage times for all fish that swam to a transition pool after being detected at a counting window was approximately 30 h (n=24).","Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha",Bonneville Dam; Columbia River; Snake River,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; passage behavior; fishways; counting windows; vertical-slot weirs,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
ferl-tr-2003-6_draft,ferl-tr-2003-6_draft.pdf,2003-06-FC-thermal-refuge-migration-draft-1998&2000.pdf,Technical Report,2003-6 Draft,"Temperature Influenced Migratory Behavior And Use Of Thermal Refuges By Upriver Bright Fall Chinook Salmon, 1998 And 2000","Goniea, T.M.; Peery, C.A.; Bennett, D.H.",Idaho Cooperative Fish and Wildlife Research Unit,,,University of Idaho,"U.S. Army Corps of Engineers, Portland District; U.S. Army Corps of Engineers, Walla Walla District; Bonneville Power Administration",2003,"Correlations between lower Columbia River water temperatures and run timing, migration behavior, and tributary use by fall Chinook salmon Oncorhynchus tshawytscha were studied using historic counts and radio telemetry data. Over the past 70 years, mean August and September water temperatures recorded at Bonneville Dam have increased, often exceeding the estimated optimal migration temperature for fall Chinook salmon. We found median run passage dates from historic fall chinook count data at Bonneville, The Dalles and McNary dams were positively correlated with mean August water temperatures at Bonneville Dam, suggesting later adult migration timing in warm years.","Chinook salmon, Oncorhynchus tshawytscha",Bonneville Dam; Columbia River; Snake River; The Dalles; John Day Dam; McNary Dam,salmonids; Federal Columbia River Power System; FCPRS; radiotelemetry; migration; stream temperature; straying behavior; escapement,"University of Idaho, Fish Ecology Research Lab",eng,?,?,application/pdf,Text
